glottocode,name,level,latitude,longitude
grea1302,Greater Seram Laut,family,,
east2741,East Seram,family,,
east2748,East Rivers Seram,family,,
masi1266,Masiwang,language,-3.29547,130.601
bobo1254,Bobot,language,-3.43514,130.179
seti1249,Setic,family,,
beng1287,Benggoi,language,-3.13924,130.091
bala1308,Balakeo,dialect,,
lesa1237,Lesa,dialect,,
nucl1533,Nuclear Benggoi,dialect,,
lian1255,Liana-Seti,language,-3.11832,129.899
kobi1242,Kobi,dialect,,
waha1237,Wahakaim,dialect,,
seti1246,Seti (Indonesian),dialect,,
hoti1237,Hoti of East Seram,language,-3.0083,130.168
sala1269,Salas,language,-3.14654,130.53
band1354,Banda-Geser,family,,
gese1239,Seran Laut,family,,
gese1241,Geser-Gorom-Bati,family,,
gese1240,Geser-Gorom,language,-3.8016,130.701
keli1251,Kelimuri,dialect,,
mina1270,Mina Mina Gorong,dialect,,
gora1263,Goram Laut,dialect,,
bati1253,Bati (Indonesia),language,-3.61403,130.815
kowi1239,Kowiai,language,-4.21954,133.468
kero1244,Keroi,dialect,,
nama1269,Namatota,dialect,,
adij1237,Adijaya,dialect,,
waik1244,Waikala,dialect,,
watu1247,Watubela,language,-4.47294,131.641
sulm1237,Sulmelang,dialect,,
tamh1237,Tamher Timur,dialect,,
band1355,Banda (Indonesia),language,-5.42138,133.142
elii1237,Eli,dialect,,
elat1240,Elat,dialect,,
kala1389,Kalamian,family,,
agut1237,Agutaynen,language,10.5328,119.655
cala1258,Calamian Tagbanwa,language,12.0716,120.094
bara1368,Baras (Philipinnes),dialect,,
engg1245,Enggano,language,-5.38846,102.245
east2712,Eastern Malayo-Polynesian,family,,
sout3229,South Halmahera-West New Guinea,family,,
lowe1409,Lower Mamberamo,family,,
ware1253,Warembori,language,-1.65941,137.566
yoke1239,Yoke-Pauwi,family,,
pauw1243,Pauwi,language,-1.65,137.8
yoke1238,Yoke,language,-1.68798,138.028
tand1253,Tandia,language,-2.84228,134.532
waro1242,Waropen,language,-2.31142,136.633
waro1243,Waropen Kai,dialect,,
moor1246,Mo'or,dialect,,
napa1243,Napan,dialect,,
raja1255,Raja Ampat-South Halmahera,family,,
sala1285,Salawati-Batta,family,,
bata1295,Batanta,language,-0.862394,130.646
made1253,Salawati,language,-1.05325,130.833
tepi1242,Tepin,dialect,,
raja1259,Rajau,dialect,,
wail1246,Wailil,dialect,,
fiaw1234,Fiawat,dialect,,
kawa1277,Kawit,dialect,,
butl1236,Butlih,dialect,,
sout3231,South Halmahera,family,,
cent2270,Central-Eastern South Halmahera,family,,
pata1260,Patani,language,0.34096,128.634
maba1278,Maba (Indonesia),language,0.59011,128.418
sawa1247,Sawai,language,0.51111,128.086
mess1248,Messa-Dote,dialect,,
nucl1467,Nuclear Sawai,dialect,,
kobe1243,Kobe (Indonesia),dialect,,
weda1240,Weda,dialect,,
faya1237,Faya-Mafa,dialect,,
buli1255,Buli (Indonesia),language,1.0008,128.443
buli1256,Buli,dialect,,
waya1267,Wayamli,dialect,,
east2439,East Makian-Gane,family,,
east2440,East Makian,language,0.07337,127.423
nucl1468,Nuclear East Makian,dialect,,
kayo1246,Kayoa,dialect,,
gane1237,Gane,language,-0.42618,127.976
gebe1237,Gebe,language,-0.07877,129.424
umer1237,Umera,dialect,,
ambe1249,Ambel-Biga,family,,
biga1238,Biga,language,-1.99574,130.272
waig1244,Waigeo,language,-0.17957,130.917
mets1238,Metsam,dialect,,
metn1237,Metnyo,dialect,,
maya1288,Maya-Matbat,family,,
matb1237,Matbat,language,-1.8801,130.075
raja1258,Raja Ampat Maya,family,,
maya1282,Misool-Salawati Ma'ya,language,-1.22329,130.909
nucl1465,Nuclear Ma'ya,dialect,,
bata1296,Batanta Ma'ya,dialect,,
banl1237,Banlol,dialect,,
lege1241,Legenyem,language,-0.3592,130.749
wauy1237,Wauyai,language,-0.2828,130.597
kawe1240,Kawe,language,-0.17313,130.327
asss1237,As,language,-0.75267,131.728
cend1238,Cenderawasih Bay,family,,
sout3230,Southwest Cenderawasih Bay,family,,
yaur1240,Yaur-Yerisiam,family,,
yaur1239,Yaur,language,-3.32519,134.879
ires1239,Yerisiam,language,-3.62803,135.025
yere1243,Yeretuar,language,-3.01713,134.656
yape1249,Yapen,family,,
cent2277,Central-Western Yapen,family,,
ansu1238,Ansus-Ambai,family,,
amba1265,Ambai,language,-1.88126,136.526
rand1239,Randawaya,dialect,,
nucl1466,Nuclear Ambai,dialect,,
mana1293,Manawi,dialect,,
wand1267,Wandamen,language,-2.25622,133.996
wame1241,Wamesa,dialect,,
bint1244,Bintuni,dialect,,
wasi1244,Wasior,dialect,,
dase1237,Dasener,dialect,,
wind1244,Windesi,dialect,,
aibo1237,Aibondeni,dialect,,
ambu1244,Ambumi,dialect,,
woii1237,Woi,language,-1.62746,135.484
mara1397,Marau,language,-1.66738,135.797
wara1296,Warabori,dialect,,
ansu1237,Ansus,language,-1.7543,135.866
cent2308,Central Yapen,family,,
seru1248,Serui-Busami,family,,
busa1254,Busami,language,-1.73681,136.032
seru1244,Serui-Laut,language,-1.87766,136.252
papu1251,Papuma,language,-1.77301,135.907
pomm1237,Pom,language,-1.64224,135.619
jobi1237,Jobi,dialect,,
mung1269,Munggui,language,-1.66773,135.918
east2438,Eastern Yapen,family,,
wabo1240,Wabo,language,-1.77297,136.757
kuru1305,Kurudu,language,-1.8444,137.018
biak1249,Biakic,family,,
biak1250,Biak-Roon,family,,
roon1237,Roon,language,-2.43005,134.556
biak1248,Biak,language,-0.9523,135.879
voge1237,Vogelkop,dialect,,
sund1253,Sundei,dialect,,
mios1237,Mios Num,dialect,,
mapi1249,Mapia (Biak),dialect,,
kori1262,Korim,dialect,,
ward1247,Wardo,dialect,,
opif1237,Opif,dialect,,
mand1439,Mandusir,dialect,,
sori1241,Sorido,dialect,,
wars1237,Warsa,dialect,,
samp1252,Sampori,dialect,,
dwar1237,Dwar,dialect,,
samb1318,Samberi,dialect,,
rumb1239,Rumberpon,dialect,,
kame1252,Kamer,dialect,,
jenu1241,Jenures,dialect,,
fair1237,Fairi,dialect,,
mono1271,Monoarfu,dialect,,
mofu1239,Mofu (Biak),dialect,,
sorr1241,"Sor (Papua, Indonesia)",dialect,,
wari1263,Wari (Indonesia),dialect,,
kori1261,Korido,dialect,,
bosn1246,Bosnik,dialect,,
ario1238,Ariom,dialect,,
pena1261,Penasifu,dialect,,
pado1241,Padoa,dialect,,
sore1238,Sorendidori,dialect,,
wadi1251,Wadibu,dialect,,
booo1258,Bo'o,dialect,,
dusn1237,Dusner,language,-2.73859,134.391
meos1237,Meoswar,language,-2.07828,134.378
morm1235,Mor (Mor Islands),language,-2.87055,135.95
ocea1241,Oceanic,family,,
nort3195,North and Central Vanuatu,family,,
nort3205,Northern Vanuatu,family,,
torr1262,Torres-Banks linkage,family,,
motl1237,Mwotlap,language,-13.655015,167.706277
motl1238,Motlav,dialect,,
volo1238,Volow,dialect,,
nume1241,Nume,language,-14.230149,167.593474
vure1239,Vurës,language,-13.905677,167.451412
nucl1481,Nuclear Vures,dialect,,
vetu1237,Vetumboso,dialect,,
mwes1235,Mwesen,dialect,,
merl1237,Merlav,language,-14.450679,168.053527
mwer1250,Mwerig,dialect,,
west2512,West Mwerelawa,dialect,,
matl1238,Matliwag,dialect,,
hiwl1234,Hiw-Lo-Toga,family,,
hiww1237,Hiw,language,-13.126367,166.584857
loto1240,Lo-Toga,language,-13.334872,166.634338
koto1266,Koto-Olrat-Lakon,family,,
lako1245,Lakon,language,-14.29899,167.429382
koro1308,Koro-Olrat,language,-14.2943,167.467
koro1318,Koro (Vanuatu),dialect,,
olra1234,Olrat,dialect,-14.313,167.433
mota1237,Mota,language,-13.835361,167.690924
leme1240,Lemerig-Veraa,family,,
leme1238,Lemerig,language,-13.739697,167.420676
vera1241,Vera'a,language,-13.892528,167.428701
pakk1241,Pak (Vatrata),dialect,,
leon1252,Leon,dialect,,
sasa1250,Sasar,dialect,,
leha1243,Lehali,language,-13.5043,167.332
leha1244,Lehalurup,language,-13.542726,167.343342
weta1242,Dorig,language,-14.366666,167.545897
maew1234,Maewo,family,,
cent2058,Central Maewo,language,-15.0784,168.135
tano1245,Tanoriki,dialect,,
loto1239,Lotora,dialect,,
pete1237,Peterara,dialect,,
baet1237,Baetora,language,-15.2574,168.159
naro1250,Narovorovo,dialect,,
nasa1241,Nasawa,dialect,,
tali1260,Talise (Vanuatu),dialect,,
mari1426,Sunwadia,language,-14.970047,168.057941
espi1234,Espiritu Santo,family,,
nucl1793,Nuclear Santo,family,,
east2754,East Santo,family,,
mafe1238,Mafea-Tutuba,family,,
tutu1241,Tutuba,language,-15.580667,167.268889
mafe1237,Mafea,language,-15.4316,167.241
sout3220,Southeast Santo,family,,
polo1242,Polonombauk,language,-15.4653,167.09
narm1234,Narmoris,dialect,,
atie1234,Ati (Espiritu Santo),dialect,,
tamb1253,Tambotalo,language,-15.5004,167.139
butm1237,Farafi,language,-15.3353,167.034
shar1251,Shark Bayic,family,,
shar1244,Ngen,language,-15.255284,167.138859
lore1244,Nethalp,language,-15.334763,167.166325
sout3339,South Santo,family,,
malo1243,Tamambo,language,-15.6835,167.16
avun1237,Avunatari,dialect,,
atar1237,Ataripoe,dialect,,
aore1237,Aore,language,-15.5753,167.166
arak1257,Araki-Tangoa,family,,
arak1252,Araki,language,-15.632997,166.952542
tang1347,Movono,language,-15.5643,166.958
rori1237,Mores,language,-15.4048,166.843
saka1289,Wanohe,language,-15.0757,167.051
hogh1234,Nkep,dialect,,
port1296,Sakao,dialect,,
west2956,West Santo,family,,
fort1240,Kiai,language,-15.4484,166.931
wusi1237,Kula (Vanuatu),language,-15.2786,166.696
nort3217,Cape Cumberland,family,,
noku1237,Nokuku,language,-14.8974,166.603
piam1242,Piamatsina,language,-14.9959,166.738
tasm1246,Tasmate,language,-15.0792,166.664
valp1237,Valpei,language,-14.712,166.606
vuna1239,Vunapu,language,-14.8477,166.691
west2845,Southwest Santo,family,,
akei1237,Akei,language,-15.6377,166.767
wail1242,Ale,language,-15.5656,166.902
sout3194,South-Central Santo,family,,
moro1286,Ande,language,-15.3498,166.891
nara1263,Narango,language,-15.5259,167.047
ambl1237,Amblong,language,-15.5169,166.95
tolo1255,Tolomako,language,-15.1569,166.772
tial1241,Central Santo,family,,
navu1237,Navut,language,-15.3169,166.798
bura1300,Bura (Espiritu Santo),dialect,-15.40319,166.67531
sini1246,Sinia,dialect,,
tial1239,Tiale,language,-15.2334,166.842
mere1242,Merei,language,-15.2839,166.905
wini1243,Winiv (Merei),dialect,,
amba1270,Ambae,family,,
east2443,East Ambae,language,-15.3523,167.89
long1396,Longana,dialect,,
lomb1262,Lombaha,dialect,,
lolo1262,Lolokaro,dialect,,
west2513,West Ambae,language,-15.4281,167.807
ndui1237,Nduindui,dialect,,
wala1268,Walaha,dialect,,
hano1246,Hano,language,-15.5432,168.167
cent2269,Central Vanuatu,family,,
epie1239,Epi-Efate,family,,
efat1236,Efate,family,,
sout3196,South Efatic,family,,
eton1255,Eton (Vanuatu),language,-17.74,168.549
eton1256,Eton,dialect,,
pang1289,Pang Pang,dialect,,
sout2856,Nafsan,language,-17.7006,168.377
nort3222,North Efatic,family,,
lele1267,Lelepa,language,-17.6042,168.202
nort2836,North Efate,language,-17.5774,168.375
paun1240,Paunangis,dialect,,
buni1246,Buninga,dialect,,
emau1237,Emau,dialect,,
liva1239,Livara,dialect,,
ngun1274,Nguna,dialect,,
sesa1243,Sesake,dialect,,
epii1237,Epi,family,,
lame1259,Lamenu-Lewo,family,,
lame1260,Lamenu,language,-16.6098,168.171
lewo1242,Lewo,language,-16.7612,168.334
tasi1237,Tasiko,dialect,,
mate1259,Mate-Nul-Filakara,dialect,,
bier1245,Bieria-Maii,family,,
maii1238,Maii,language,-16.7388,168.211
bier1246,Bieria,language,-16.7867,168.232
nucl1480,Nuclear Bieria,dialect,,
vovo1238,Vovo,dialect,-15.89842,167.20213
baki1243,Baki-Bierebo,family,,
bier1244,Bierebo,language,-16.6663,168.154
baki1244,Baki,language,-16.7096,168.165
paam1238,Paama,language,-16.47548,168.23693
nort2838,North Paama,dialect,,
sout2858,South Paama,dialect,,
nama1268,Namakura,language,-16.8979,168.569
tong1323,Tongoa Island,dialect,,
tong1322,Tongariki Island,dialect,,
maku1276,Makura,dialect,,
mata1250,Mataso,dialect,,
buni1245,Buninga (Namakura),dialect,,
ambr1240,Ambrym,family,,
lonw1238,Lonwolwol,language,-16.2286,168.016
port1292,Orkon-West Ambrym,family,,
port1293,West Ambrym,family,,
sout3403,Southwest Ambrym,family,,
daka1243,Dakaka,language,-16.2696,168.013
sesi1237,Sesivi,dialect,,
port1286,Daakie,language,-16.3083,168.046
dalk1234,Dalkalaen,language,-16.26246,167.93334
orko1234,Orkon-Fanbak,language,-16.210501,168.212109
nort2839,North Ambrym,language,-16.1741,168.14
maga1262,Magam,dialect,,
olal1237,Olal,dialect,,
sout2859,Southeast Ambrym,language,-16.2975,168.211
endu1237,Endu,dialect,,
aset1235,Ase-Taveak,dialect,,
tave1241,Taveak,dialect,,
mele1255,Mele Maat,dialect,,
pena1262,Penapo,dialect,,
toak1237,Toak,dialect,,
mala1539,Malakula,family,,
east2753,Eastern Malakula linkage,family,,
urip1239,Uripiv-Wala-Rano-Atchin,language,-16.00951,167.34643
urip1240,Uripiv,dialect,,
wala1267,Wala-Rano,dialect,,
atch1238,Atchin,dialect,,
cent2315,Central-Southeast Malakula,family,,
sout3239,Southeastern Malakula linkage,family,,
mask1242,Maskelynes,language,-16.5073,167.818
nasv1235,Nasvang-Nisvai,family,,
nasv1234,Nasvang,language,-16.458173,167.639563
nisv1234,Nisvai,language,-16.41306,167.785556
bwen1239,Bwenelang,language,-16.338946,167.660849
port1295,Port Sandwich-Axamb-Avok,family,,
avok1244,Avok,language,-16.536653,167.773866
port1285,Port Sandwich,language,-16.4952,167.78
axam1237,Axamb,language,-16.4838,167.707
aulu1238,Aulua,language,-16.3579,167.697
boin1237,Boinelang,dialect,,
ones1240,Onesso,dialect,,
unua1238,Unua-Pangkumu,family,,
unua1237,Unua,language,-16.2638,167.599
bush1248,Bush Unua,dialect,,
rere1240,Rerep,language,-16.2934,167.651
tism1237,Tisman,dialect,,
burm1263,Burmbar,language,-16.41653,167.73124
nort3223,Northern Malakula,family,,
malu1245,Malua-Tepërav,language,-15.9813,167.208
malu1254,Malua Bay,dialect,,
espi1235,Espiegle's Bay,dialect,,
nort3230,North Coast Malakula,family,,
boto1250,Botovro-Vovo-Vao,family,,
mpot1241,Mpotovoro,language,-15.8988,167.232
vaoo1237,Vao-Vovo,language,-15.898299,167.309973
nese1235,Nese,language,-15.952608,167.222769
vovo1240,Vovo (Northern Malakula),dialect,,
naji1240,Najit,dialect,-15.95455,167.19801
naha1266,Naha (Nese),dialect,,
njav1234,Njav,dialect,-15.97567,167.25844
mata1314,Matanvat,dialect,,
alov1235,Alovas,dialect,,
west2871,Western Malakula linkage,family,,
cent2316,Central-Western Malakula,family,,
vinm1237,Neve'ei,language,-16.2253,167.427
wini1242,Winiv (Vinmavis),dialect,,
ling1265,Neverver,language,-16.1986,167.499
lare1249,Larevat,language,-16.1971,167.387
litz1237,Naman,language,-16.1331,167.415
peri1262,Peripheral Western Malakula,family,,
sout3240,Southwestern Malakula,family,,
sout3197,Southwest Coastal Malekula,family,,
malf1237,Na'ahai,language,-16.5499,167.509
orie1237,Orierh,dialect,,
sout2857,Nahavaq,language,-16.5116,167.477
katb1237,Avava,language,-16.2701,167.484
umbr1254,Umbrul,dialect,,
niva1239,Nivat,dialect,-16.27185,167.45138
bang1376,Bangsa,dialect,,
nivi1234,Niviar,dialect,,
nasa1240,Nasarian,language,-16.3497,167.414
uncl1500,Unclassified Southwestern Malakula,family,,
niti1250,Nititi-Vivti,family,,
vivt1234,Vivti,language,-16.28,167.5
niti1249,Nitita,language,-16.2,167.46
dixo1238,Dixon Reef,language,-16.3267,167.516
navw1234,Navwien,language,-16.502947,167.554419
lete1241,Letemboi-Repanbitip,language,-16.4339,167.566
lete1242,Letemboi,dialect,,
repa1237,Repanbitip,dialect,-16.3265,167.619
nort3261,Northwestern Malakula,family,,
mara1399,Maragus,language,-16.0695,167.33
bign1238,Big Nambas,language,-16.0903,167.239
maee1241,Tirax,language,-15.9914,167.288
nort2837,North Small Nambas,dialect,,
nind1243,Ninde-Nati,family,,
labo1244,Ninde,language,-16.4291,167.442
nati1244,Nati,language,-16.468709,167.496054
sout3188,South Pentecost,family,,
saaa1241,Sa,language,-15.9534,168.228
pono1239,Ponorwal,dialect,,
lola1247,Lolatavola,dialect,,
nine1237,Ninebulo,dialect,,
apma1240,Apma,language,-15.8559,168.189
suru1260,Suru Kavian,dialect,,
suru1259,Suru Rabwanga-Mwerani,dialect,,
seke1242,Seke-Sowa,family,,
seke1241,Seke (Vanuatu),language,-15.8839,168.197
sowa1244,Sowa,language,-15.82653,168.18653
cent2060,Central Pacific linkage,family,,
west2518,Western Fijian,family,,
west2519,Western Viti Levu-Yasawas Fijian,language,-17.8355,177.657
nucl1487,Northwest Viti Levu,dialect,-18.134562,177.538969
waya1268,Waya (Western Fijian),dialect,-17.294682,177.123396
nadr1235,Nadrogaa,dialect,,
namo1248,Namosi-Naitasiri-Serua,language,-18.5308,177.637
bati1252,Batiwai,dialect,,
nale1237,Nalea,dialect,,
tuba1276,Tubai,dialect,,
rotu1241,Rotuman,language,-12.5008,177.066
east2445,Tokalau Fijian,family,,
east2446,Eastern Fijian,family,,
laua1243,Lauan,language,-18.2131,-178.785
vanu1243,Vanua Balavu,dialect,,
lauu1248,Lau Island,dialect,,
nucl1823,Nuclear Eastern Fijian,family,,
viwa1234,Viwa-Lomaiviti-East Viti Levu,family,,
fiji1243,Fijian,language,-18.0,178.33
nucl1825,Nuclear Vanua Levu,dialect,,
cent2061,Central Vanua Levu,dialect,,
nort2843,Northeast Vanua Levu,dialect,,
west2514,West Vanua Levu,dialect,,
sout2863,Southeast Vanua Levu,dialect,,
kada1285,Kadavu,dialect,,
east2898,East Viti Levu,dialect,,
nort2842,Northeast Viti Levu,dialect,,
sout2864,Southeast Viti Levu,dialect,,
naim1234,Naimasimasi,dialect,,
bauu1243,Bau (Fijian),dialect,,
nadr1234,Nadrau,dialect,,
lutu1234,Lutu,dialect,,
namo1250,Namosi,dialect,,
waid1240,Waidina,dialect,,
loma1261,Lomaiviti,language,-18.0001,179.306
gone1237,Gone Dau,language,-16.5886,178.599
poly1242,Polynesian,family,,
tong1324,Tongic,family,,
tong1325,Tonga (Tonga Islands),language,-21.17,-175.25
niue1239,Niuean,language,-19.06,-169.86
nucl1485,Nuclear Polynesian,family,,
renn1242,Rennell-Bellona,language,-11.6237,160.265
mung1270,Mungiki,dialect,,
mung1271,Munggava,dialect,,
east2447,East Futuna,language,-14.278717,-178.137222
elli1239,Ellicean,family,,
tuva1244,Tuvalu,language,-8.520813,179.198088
nort2844,North Tuvaluan,dialect,,
sout2865,South Tuvaluan,dialect,,
puka1245,Pukapukic,family,,
samo1310,Samoan-Tokelauan,family,,
toke1240,Tokelau,language,-9.227642,-171.780833
samo1305,Samoan,language,-13.92,-171.83
puka1242,Pukapuka,language,-10.91,-165.83
pile1238,Vaeakau-Taumako,language,-10.173335,166.247188
nuka1241,Nukapu,dialect,,
mate1237,Matema,dialect,,
taum1237,Taumako,dialect,,
nucl1486,Nuclear Pileni,dialect,,
nupa1238,Nupani,dialect,,
auaa1240,Aua (Pileni),dialect,,
anut1237,Anuta,language,-11.61,169.85
nort3246,Northern Outlier Polynesian-East Polynesian,family,,
nort3235,Carolinean Outlier Polynesian,family,,
kapi1249,Kapingamarangi,language,1.039166,154.797223
nuku1260,Nukuoro,language,3.84,154.975
solo1260,Solomons Northern Outlier Polynesian-East Polynesian,family,,
cent2298,Central Northern Outlier Polynesian-East Polynesian,family,,
east2449,East Polynesian,family,,
east2895,East Polynesian Distal,family,,
marq1246,Marquesan,family,,
nort2845,North Marquesan,language,-8.89412,-140.108
hatu1243,Hatutu,dialect,,
uapo1237,Ua Pou,dialect,,
uahu1237,Ua Huka,dialect,,
nuku1261,Nuku Hiva,dialect,,
sout2866,South Marquesan,language,-9.75663,-138.979
hiva1242,Hiva Oa,dialect,,
tahu1239,Tahuta,dialect,,
fatu1237,Fatu Hiva,dialect,,
fare1245,Far East Polynesian,family,,
mang1401,Mangareva,language,-23.1095,-134.97
rapa1244,Rapanui,language,-27.113,-109.342
east2896,East Polynesian Proximal,family,,
sout3383,Southern East Polynesian Proximal,family,,
raro1241,Southern Cook Island Maori,language,-21.23,-159.78
atiu1237,Atiu,dialect,,
raro1242,Rarotonga,dialect,,
aitu1237,Aitutaki,dialect,,
miti1242,Mitiaro,dialect,,
mauk1238,Mauke,dialect,,
tahi1244,Tahitian-Austral,family,,
tahi1242,Tahitian,language,-17.6485,-149.45
aust1304,Austral,language,-23.3843,-149.462
rima1237,Rimatara,dialect,,
ruru1237,Rurutu,dialect,,
raiv1237,Raivavae,dialect,-23.86742,-147.6551
tubu1240,Tubuai,dialect,,
penr1237,Māngarongaro,language,-9.082238,-157.922908
tuam1242,Tuamotuan,language,-16.17259,-146.321755
tapu1238,Tapuhoe,dialect,,
reao1237,Reao,dialect,,
napu1240,Napuka,dialect,,
fang1249,Fangatau,dialect,,
vahi1237,Vahitu,dialect,,
mara1400,Marangai,dialect,,
para1305,Parata,dialect,,
raka1237,Rakahanga-Manihiki,language,-10.03,-161.09
maor1247,Maoric,family,,
maor1246,Maori,language,-38.2881,176.541
west2940,Western North Island Maori,dialect,,
waik1246,Waikato,dialect,,
tara1315,Taranaki,dialect,,
nort2846,North Auckland Maori,dialect,,
teau1234,Te Aupouri,dialect,,
ngaa1244,Ngaapuhi,dialect,,
roto1247,Ngaati Tuuwharetoa,dialect,,
wang1297,Wanganui,dialect,,
east2850,Eastern North Island Maori,dialect,,
ngaa1243,Ngaati Kahungunu,dialect,,
ngaa1242,Ngaati Porou,dialect,,
bayo1258,Te Arawa Tuuhoe,dialect,,
